Name,Location,Locality,City,Cuisine,Rating,Votes,Cost,popularity_score
Chitchat Chai,"Kandivali West, North Western", North Western,Mumbai,"Fast Food,  Tea",3.8,12,600,14.061670928936149
Dwarka Restaurant,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  South Indian",3.7,25,700,17.391626957122043
City Forestt Family Restaurant & Bar,"Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Seafood",4.4,46,2000,24.44019094738161
Royal Rasoi,"Hawares Centurion Mall,Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood",4.5,37,1000,23.615673810496133
Arabian Chillies Restaurant,"Dreamz Horizon Building,Nerul, Navi Mumbai", Navi Mumbai,Mumbai,"Mughlai,  Chinese",3.9,54,1000,22.547302882746173
Twistie's,"Sunrise Shopping Center,Thane West, Thane", Thane,Mumbai,"Italian,  Pizza,  Fast Food",4.4,26,800,20.92150500951926
Pizza Caprina,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,Pizza,3.5,2,400,5.547368752524046
Chaayos - Meri Wali Chai,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,Tea,4.8,5,500,12.407820003461548
Arab Restaurant,"Sewri, South Mumbai", South Mumbai,Mumbai,"North Indian,  Chinese,  Mughlai",3.9,38,700,20.61306865356277
Cheelizza,"Raj Arcade,Kandivali West, North Western", North Western,Mumbai,"Pizza,  Italian",4.3,63,600,25.799999999999997
Kattyz,"Amrapali Shopping Center,Vasant Vihar, Thane", Thane,Mumbai,Fast Food,3.0,2,200,4.754887502163468
Preeti Sandwich and Juice Centre,"Amanda Shopping Centre,Thane West, Thane", Thane,Mumbai,Fast Food,4.7,3,600,9.4
Upper Deck,"Hawares Centurion Mall,Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,"Italian,  Continental,  North Indian,  Chinese,  Seafood",4.2,155,1000,30.598689319221446
Punjab Grill,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Mughlai",4.2,24,3000,19.50419599705384
San Marzano Pizzeria & Grill,"Kandivali West, North Western", North Western,Mumbai,"Pizza,  Italian,  Mexican",4.7,27,500,22.594568133670737
Monopoly,"Borivali West, North Western", North Western,Mumbai,Fast Food,3.9,54,600,22.547302882746173
Cafe Amigos,"Sunrise Shopping Center,Thane West, Thane", Thane,Mumbai,"Fast Food,  Italian,  Continental",4.2,31,1000,21.0
Mad Over Donuts,"Profit Centre,Kandivali West, North Western", North Western,Mumbai,"Desserts,  Doughnuts,  Waffle",4.4,41,450,23.72619666022655
Balaji Idli House,"Panchsheel Heights,Kandivali West, North Western", North Western,Mumbai,"South Indian,  North Indian,  Chinese",4.2,20,800,18.447733175670795
99 Pancakes,"Raj Arcade,Kandivali West, North Western", North Western,Mumbai,"Bakery and Confectionary,  Desserts,  Fast Food,  Shakes",4.0,5,500,10.339850002884624
Gigil Brasserie,"Bhattad Towers,Borivali West, North Western", North Western,Mumbai,"Italian,  Fast Food,  Desserts",4.3,69,1000,26.355916972863355
Mad Over Donuts,"Bhattad Towers,Borivali West, North Western", North Western,Mumbai,"Desserts,  Doughnuts,  Waffle",4.4,28,450,21.37511637856132
Frozen Bottle,"Prabhadevi, South Mumbai", South Mumbai,Mumbai,"Desserts,  Shakes,  Ice Cream",4.4,33,500,22.384836501501493
Coconuts Lagoon Coastal Cuisine & Bar,"Dosti Imperia,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Seafood",4.5,44,1500,24.713338933483538
Aromas Cafe,"Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",4.2,21,1000,18.729612798276648
London Taxi,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Multi-Cuisine,  Continental,  European,  Asian,  Modern Indian",4.4,403,1600,38.096130524107906
Food Hub Family Restaurant,"Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Fast Food",3.8,6,800,10.667948703818896
Taco Bell,"Seawoods Grand Central Mall,Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,"Fast Food,  Mexican,  American",4.0,16,500,16.349851365001356
East Asia - The Asian Fanfare,"Borivali West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Thai,  Japanese,  Asian,  Korean",4.4,197,1200,33.56916912835028
Coffee By Di Bella,"Bhattad Towers,Borivali West, North Western", North Western,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.1,170,700,30.41319531103218
House of Misal,"Borivali West, North Western", North Western,Mumbai,"Maharashtrian,  Street Food",5.0,1,200,5.0
Around d' Globe,"Borivali West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican,  Oriental ",4.3,327,1000,35.93747361985776
Pop Tate's,"R Mall,Thane West, Thane", Thane,Mumbai,"Chinese,  Italian,  Continental",4.2,199,2000,32.10419599705384
KOKO,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Asian,  Japanese,  Oriental ,  Sushi",4.7,178,3000,35.17393415314201
Magari,"Kandivali West, North Western", North Western,Mumbai,"Italian,  Continental",4.0,10,900,13.83772647454919
Pop Tate's,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Chinese,  Italian,  Continental",4.3,610,2000,39.79662285022054
Banana Leaf,"Aditiya Apartments,Borivali West, North Western", North Western,Mumbai,"South Indian,  Street Food",4.2,53,1000,24.17052750908657
MH04 The Drunk Yard,"Kothari Compound,Thane West, Thane", Thane,Mumbai,"Finger Food,  North Indian,  Italian,  Continental,  Mexican",4.3,111,2000,29.271626164847696
The Bombay Cartel,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"North Indian,  Italian,  Chinese,  Continental",4.2,32,1800,21.186455301305504
"Ambrosia Cakes, Bakes and Snacks","Malad West, North Western", North Western,Mumbai,"Desserts,  Bakery and Confectionary",4.0,1,400,4.0
Amar Juice & Restaurant,"Borivali West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Mexican,  Street Food,  Fast Food,  Juice,  Shakes",4.0,1,500,4.0
Maple Restro Bar,"Agarwal Arcade,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.1,21,1000,18.283669636412917
99 Pancakes,"Prabhadevi, South Mumbai", South Mumbai,Mumbai,"Bakery and Confectionary,  Desserts,  Fast Food,  Shakes",3.0,2,500,4.754887502163468
Makhna,"Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,North Indian,3.2,5,1700,8.2718800023077
Younion,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"European,  Asian,  Finger Food,  Fast Food",4.3,116,2000,29.54256829420864
Angrezi Dhaba,"Todi Mills,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Thai,  Seafood,  Finger Food",4.1,613,1500,37.974588866017726
Delhi Highway,"Todi Mills,Lower Parel, South Mumbai", South Mumbai,Mumbai,"North Indian,  Mughlai",4.3,103,1200,28.811890788006696
Frozen Bottle,"Bhoomi Enclave,Kandivali West, North Western", North Western,Mumbai,"Desserts,  Shakes,  Ice Cream",2.5,2,500,3.96240625180289
Dinshaw's Xpress Cafe,"Borivali West, North Western", North Western,Mumbai,"Ice Cream,  Desserts,  Fast Food",4.2,41,1500,22.647733175670798
Masala Mastee,"Borivali West, North Western", North Western,Mumbai,"North Indian,  Chinese,  Continental,  Street Food,  Fast Food",4.3,311,1200,35.62722954110767
Prasad Food Divine,"Manpada, Thane", Thane,Mumbai,"North Indian,  Chinese,  Continental",4.4,172,1000,32.71236420160159
Chaayos - Meri Wali Chai,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,Tea,4.3,6,500,12.071626164847697
New York Burrito Company,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Mexican,  Fast Food",4.3,41,600,23.18696491794867
Aromas Cafe & Bistro,"Indiabulls Finance Center,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",2.8,6,1500,7.860593781761291
Sammy Sosa,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,"Italian,  Asian,  Continental,  Mexican",4.6,328,1500,38.464941359182106
Pop Tate's,"The Walk,Thane West, Thane", Thane,Mumbai,"Chinese,  Italian,  Continental",4.5,204,2000,34.55766044777451
Yum In Tum,"Borivali West, North Western", North Western,Mumbai,"Italian,  Lebanese,  Fast Food",5.0,1,400,5.0
West 1,"The Park Navi Mumbai,CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental",4.0,192,3000,30.369828149072323
Street Gourmet,"Borivali West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Street Food,  Fast Food,  Shakes",3.8,57,1000,22.260327781484772
Srinathji's,"Jagdamba Bhavan,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Desserts,  Bakery and Confectionary",4.3,17,500,17.930677506201942
Ambience Bar & Kitchen,"Jagdamba Bhavan,Lower Parel, South Mumbai", South Mumbai,Mumbai,"North Indian,  Chinese,  Continental,  Seafood",4.3,104,2000,28.871255725964325
K's Charcoal,"Borivali West, North Western", North Western,Mumbai,"Fast Food,  Pizza,  Italian",4.0,15,1000,16.0
Social,"Mathuradas Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"North Indian,  Continental,  Finger Food,  American,  Asian",3.8,14,2000,14.84618426331237
1441 Pizzeria,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Pizza,  Italian",4.6,165,1200,33.92518138419585
Dhaba Cafe,"Mariam Mansion,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Street Food,  Fast Food,  Pizza",4.7,37,600,24.66525931318485
Zaika Crave,"Club Aquaria,Borivali West, North Western", North Western,Mumbai,"North Indian,  Chinese,  Continental",4.3,335,1500,36.08696491794866
Invento,"Shinde Building,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Asian",4.2,91,1300,27.398960215439455
Dusk,"The Park Navi Mumbai,CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,Finger Food,3.5,19,2500,15.12674833210577
Elementaria Bakery Cafe,"Lower Parel, South Mumbai", South Mumbai,Mumbai,"Desserts,  Fast Food",4.3,15,800,17.2
Mad Over Donuts,"High Street Phoenix Mall,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Desserts,  Doughnuts,  Waffle",4.5,57,450,26.360914478074072
GASTRONOM,"Bhailal Building,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Asian,  Italian,  Chinese",4.0,1,800,4.0
RamKrishna Palace,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  South Indian",4.7,5,800,12.149323753389433
Riso,"Janta Industrial Estate,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Italian,  Mexican",4.2,361,1500,35.69935272574946
The Joker Bistro,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Continental",4.2,141,1600,30.028937901919665
The Sahib Room & Kipling Bar,"The St. Regis Mumbai,Lower Parel, South Mumbai", South Mumbai,Mumbai,"North Indian,  Mughlai",4.5,74,4000,28.029684107231468
Pangat,"Shree Gayatri Ganesh Apartment,Borivali West, North Western", North Western,Mumbai,"Chinese,  North Indian,  Seafood,  Konkani",4.1,200,700,31.369311933833607
Ithaka - Veg Lebanese Kitchen,"Janta Industrial Estate,Lower Parel, South Mumbai", South Mumbai,Mumbai,Lebanese,4.2,112,1500,28.64475164214379
Firki*,"Janta Industrial Estate,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Maharashtrian,  Gujarati,  Rajasthani",4.0,292,1000,32.779027417688994
Farmhouse Palladium,"Borivali West, North Western", North Western,Mumbai,"North Indian,  Italian,  Chinese,  Continental,  Seafood",5.0,3,2000,10.0
Bayroute,"High Street Phoenix Mall,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Lebanese,  Turkish,  Moroccan,  Greek",4.3,24,3000,19.968581616031315
Udupi Shri Krishna,"Kukreja Plaza,CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  South Indian,  Chinese,  Fast Food",4.8,6,1000,13.4753036258765
Chin Chin Chu,"Worli, South Mumbai", South Mumbai,Mumbai,"Multi-Cuisine,  Chinese,  Japanese,  Seafood,  Asian",4.5,97,2500,29.76619429851844
Honey Chillies,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,"Chinese,  Thai",4.5,75,1000,28.115673810496133
Shaollin Temple,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,"Chinese,  Thai",4.5,76,1500,28.200539433127055
Pranaam Fine Dine & Bar,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood,  Biryani",4.2,45,1000,23.198960215439456
Jade Buddha's Pub and Kitchen,"Citi Tower,CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,"Asian,  Chinese,  Japanese,  Indonesian,  Seafood,  Malaysian",4.1,16,1600,16.75859764912639
GupShup - Redefining Food,"Raghuvanshi Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"North Indian,  Fast Food,  South Indian,  Street Food",4.2,27,1200,20.190890672641938
Gymkhana 91 Bar & Kitchen,"Raghuvanshi Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Modern Indian,  Continental,  Asian",4.3,435,1200,37.70319259654078
Masque,"Laxmi Woolen Mills,Mahalaxmi, South Mumbai", South Mumbai,Mumbai,"European,  Modern Indian",4.6,26,8000,21.87248250995195
Tibbs Frankie,"High Street Phoenix Mall,Lower Parel, South Mumbai", South Mumbai,Mumbai,Fast Food,3.5,9,200,11.626748332105768
Chaai Centre,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,"Fast Food,  Coffee,  Tea",4.3,21,500,19.17555596014038
Tokyo Treat,"Bhailal Building,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Japanese,  Sushi",3.0,1,1000,3.0
Sizzling China,"Lower Parel, South Mumbai", South Mumbai,Mumbai,"Chinese,  Seafood",4.3,75,1200,26.866088307807416
Tibbs Frankie,"High Street Phoenix Mall,Lower Parel, South Mumbai", South Mumbai,Mumbai,Fast Food,3.7,3,200,7.4
Dhamaka Cafe & Lounge Bar,"Mahavir Icon,CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,"Italian,  Continental,  Chinese,  Mughlai",4.0,2,1500,6.339850002884624
99 Pancakes,"Lower Parel, South Mumbai", South Mumbai,Mumbai,"Bakery and Confectionary,  Desserts,  Fast Food,  Shakes",4.0,1,500,4.0
The Wadapav Cafe,"Borivali East, North Western", North Western,Mumbai,"Street Food,  Fast Food,  Maharashtrian",1.8,3,400,3.6
Thee Confectionery,"Lower Parel, South Mumbai", South Mumbai,Mumbai,"Desserts,  Bakery and Confectionary",1.0,1,600,1.0
China Bistro,"Worli, South Mumbai", South Mumbai,Mumbai,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Seafood,  Asian,  Sushi",4.3,415,2000,37.411890788006694
Silver Coin,"Raj Sebastain Kinny Apartment,Borivali West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Oriental ",4.5,63,1000,27.0
Light House Cafe,"Sun Ville,Worli, South Mumbai", South Mumbai,Mumbai,"American,  North Indian,  Italian,  Thai,  Mexican",4.0,239,2500,31.627562382434075
Glocal Junction,"Nehru Centre,Worli, South Mumbai", South Mumbai,Mumbai,"Continental,  Fast Food,  North Indian,  European",4.4,875,2200,43.00906306224517
Pritam's Global Cuisine,"Rosa Vista,Thane West, Thane", Thane,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Oriental ",4.2,178,2000,31.43202626450988
99 Pancakes,"Borivali West, North Western", North Western,Mumbai,"Bakery and Confectionary,  Desserts,  Fast Food,  Shakes",4.0,6,500,11.229419688230417
Wowfillss,"Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"Bakery and Confectionary,  Waffle,  Desserts,  Shakes",4.0,7,500,12.0
Persian Darbar,"Alexandra Terrace,Byculla, South Mumbai", South Mumbai,Mumbai,"North Indian,  Chinese,  Mughlai,  Biryani",4.3,213,1500,33.28830804152493
Pizzaria House,"Kandivali West, North Western", North Western,Mumbai,"Pizza,  Fast Food",1.0,2,1000,1.584962500721156
La Crosta,"Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"Italian,  Mexican",4.1,3,400,8.2
Hugs & Mugs,"Bhoomi Towers,Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"Fast Food,  Health Food",4.5,25,700,21.151978731634916
Banjara Dhaba,"Borivali West, North Western", North Western,Mumbai,"North Indian,  Chinese",4.0,503,700,35.90911969399966
Cheezzo By Pi,"Bhoomi Towers,Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"Italian,  Fast Food",4.6,5,300,11.890827503317317
Paps Premium Lounge,"Rosa Vista,Thane West, Thane", Thane,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  European,  Seafood,  Fast Food",4.1,48,2000,23.02031036087235
The Burger Pit,"Saffron Building,Borivali West, North Western", North Western,Mumbai,American,4.5,67,800,27.393582785626528
Kafe ATM,"Borivali West, North Western", North Western,Mumbai,"North Indian,  Continental,  Lebanese,  Fast Food",4.9,5,800,12.666316253533665
Bombay Street Co.,"Atria The Millennium Mall,Worli, South Mumbai", South Mumbai,Mumbai,"North Indian,  Street Food,  Fast Food",4.0,97,1200,26.458839376460833
Tibbs Frankie,"Kandivali East, North Western", North Western,Mumbai,Fast Food,4.3,4,500,9.984290808015658
The Nawaabs,"Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Mughlai",4.3,31,800,21.5
Pop Tate's,"Lodha Xperia Mall,Dombivli East, Dombivali", Dombivali,Mumbai,"Chinese,  Italian,  Continental",4.4,108,2000,29.78001102901848
The Fusion Kitchen,"Borivali West, North Western", North Western,Mumbai,"North Indian,  Italian,  Continental",4.5,373,1400,38.46102506949437
Village 12-20 Pure Veg,"Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Continental,  Mexican",3.8,12,1000,14.061670928936149
Tibbs Frankie,"Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,Fast Food,4.0,3,500,8.0
Cheelizza,"Thane West, Thane", Thane,Mumbai,"Pizza,  Fast Food",4.1,37,600,21.516502805118698
Veg Planet,"Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Fast Food,  Chinese,  South Indian",4.2,51,800,23.94184681619259
Mad Over Donuts,"Dombivli East, Dombivali", Dombivali,Mumbai,"Desserts,  Doughnuts,  Waffle",4.5,6,450,12.63309714925922
Desi Videshi Cafe,"Rosa Vista,Thane West, Thane", Thane,Mumbai,"Italian,  Fast Food,  Shakes",3.7,21,800,16.499896988958
Mad Over Donuts,"Sai Swar CHS,Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"Desserts,  Doughnuts,  Waffle",4.7,18,450,19.965259313184852
Chaayos - Meri Wali Chai,"The Walk,Thane West, Thane", Thane,Mumbai,Tea,4.6,5,500,11.890827503317317
Hotel Sindhudurga Coastal,"Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"Seafood,  Malvani",5.0,1,700,5.0
Frozen Bottle,"Sai Swar CHS,Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"Desserts,  Shakes,  Ice Cream",4.6,25,500,21.622022703449023
D'Crepes Cafe,"Avilla Apartments,Thane West, Thane", Thane,Mumbai,"Fast Food,  Chinese,  Desserts",4.5,39,1000,23.94867642699313
Cheelizza,"Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"Pizza,  Italian",4.2,24,600,19.50419599705384
Cafe Monza,"Bhoomi Heights Tower,Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"Continental,  Pizza",4.5,138,1500,32.035234827255785
Relish Cherish,"Hill Spring building,Thane West, Thane", Thane,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Thai,  Seafood,  Oriental ",4.8,6,800,13.4753036258765
Balaji Food Junction,"Cosmos Jewels,Ghodbunder Road, Thane", Thane,Mumbai,"North Indian,  South Indian,  Chinese",4.1,7,400,12.299999999999999
Ministry of Sounds,"Cosmos Jewels,Ghodbunder Road, Thane", Thane,Mumbai,"North Indian,  Chinese,  Fast Food",4.0,1,1000,4.0
Hapi Brewing Co.,"Dahisar East, North Western", North Western,Mumbai,"North Indian,  Oriental ,  Chinese",4.1,40,1200,21.965963218934142
Backyard Beer Garden,"Mira Road East, North Western", North Western,Mumbai,"North Indian,  Italian,  Chinese",4.0,99,1000,26.575424759098897
Royale MasterChef Finedine and Bar,"Gagangri Complex,Dahisar West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Continental,  Asian,  Oriental ",4.4,244,1400,34.921206931611316
Whatta Waffle!,"Hiranandani Estate,Thane West, Thane", Thane,Mumbai,"Desserts,  Waffle",4.3,7,300,12.899999999999999
Wai Wai City,"Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"Chinese,  Fast Food",3.5,10,800,12.108010665230541
Royale MasterChef Lounge,"Gagangri Complex,Dahisar West, North Western", North Western,Mumbai,"Fast Food,  Continental,  Seafood",4.4,63,2500,26.400000000000002
Lucknowee Tunday Kebab,"Byculla, South Mumbai", South Mumbai,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.2,83,800,26.847733175670797
99 Pancakes,"Bhoomi Towers,Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"Bakery and Confectionary,  Desserts,  Fast Food,  Shakes",2.8,5,500,7.237895002019236
